Format,Unit, ,Item ID,MDPI barcode,Title Control Number,Catalog Key,OCLC,Call Sequence,Pub Year,MARC key,Ephemera Removed,Bin Barcodes,Bin Name,Ephemera Returned,Title,Author,Library,Shelving Key,Item Type,Home Location,Current Location,Item Category 2,Cataloging date code,Pagination (300a),Illustrations (300b),Size (300c),Column1,Column2,Column3,notes,pre-prioritization group,Year,Tape base,Preservation problems,Pack deformation,Reel size,Track configuration,Sound field,Item Category 1,speed,Tape thickness,Tape stock brand,number of programs,directions recorded,Variations Record Exists,Group key,Group position,Group total,position_by_shelving_key,,NOTES,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 A.3-2 v.6,32000005483831,40000001178369,BAF4655BM,1448633,16694500,7,1987,1545671,x,40000000000366,ML-OR-195,,OF THEE I SING,GERSHWIN GEORGE 001898 001937 OF THEE I SING,B-MUSIC,TP-S .G3813 A.3-2 V.6,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,6 sound tape reels (135 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF4655BM,6,6,6,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 A.3-3 v.1,32000005483856,40000001178377,BAF4656BM,1448634,16694542,2,1987,1545673,x,40000000000366,ML-OR-195,,OF THEE I SING,GERSHWIN GEORGE 001898 001937 OF THEE I SING,B-MUSIC,TP-S .G3813 A.3-3 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,6 sound tape reels (131 min.):,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF4656BM,1,6,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 A.3-3 v.2,32000005483781,40000001178385,BAF4656BM,1448634,16694542,3,1987,1545673,x,40000000000366,ML-OR-195,,OF THEE I SING,GERSHWIN GEORGE 001898 001937 OF THEE I SING,B-MUSIC,TP-S .G3813 A.3-3 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,6 sound tape reels (131 min.):,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF4656BM,2,6,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 A.3-3 v.3,32000005483773,40000001178393,BAF4656BM,1448634,16694542,4,1987,1545673,x,40000000000366,ML-OR-195,,OF THEE I SING,GERSHWIN GEORGE 001898 001937 OF THEE I SING,B-MUSIC,TP-S .G3813 A.3-3 V.3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,6 sound tape reels (131 min.):,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF4656BM,3,6,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 A.3-3 v.4,32000005483765,40000001178401,BAF4656BM,1448634,16694542,5,1987,1545673,x,40000000000366,ML-OR-195,,OF THEE I SING,GERSHWIN GEORGE 001898 001937 OF THEE I SING,B-MUSIC,TP-S .G3813 A.3-3 V.4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,6 sound tape reels (131 min.):,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF4656BM,4,6,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 A.3-3 v.5,32000005483757,40000001178419,BAF4656BM,1448634,16694542,6,1987,1545673,x,40000000000366,ML-OR-195,,OF THEE I SING,GERSHWIN GEORGE 001898 001937 OF THEE I SING,B-MUSIC,TP-S .G3813 A.3-3 V.5,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,6 sound tape reels (131 min.):,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF4656BM,5,6,5,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 A.3-3 v.6,32000005483716,40000001178427,BAF4656BM,1448634,16694542,7,1987,1545673,x,40000000000366,ML-OR-195,,OF THEE I SING,GERSHWIN GEORGE 001898 001937 OF THEE I SING,B-MUSIC,TP-S .G3813 A.3-3 V.6,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,6 sound tape reels (131 min.):,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF4656BM,6,6,6,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 D.3 v.1,32000005483724,,BAF5508BM,1449464,17740597,2,1987,1546659,,,,,GRADUATE RECITAL,GERSHWIN GEORGE 001898 001937 VOCAL MUSIC SELECTIONS,B-MUSIC,TP-S .G3813 D.3 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (53 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,missing,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF5508BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 D.3 v.2,32000005483732,,BAF5508BM,1449464,17740597,3,1987,1546659,,,,,GRADUATE RECITAL,GERSHWIN GEORGE 001898 001937 VOCAL MUSIC SELECTIONS,B-MUSIC,TP-S .G3813 D.3 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (53 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,missing,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF5508BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 D.3 v.3,32000005483799,,BAF5508BM,1449464,17740597,4,1987,1546659,,,,,GRADUATE RECITAL,GERSHWIN GEORGE 001898 001937 VOCAL MUSIC SELECTIONS,B-MUSIC,TP-S .G3813 D.3 V.3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (53 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,missing,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF5508BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G3813 G4K1.1-5,32000001061433,40000001178435,BAE9093BM,1443372,12797574,2,1985,1539554,x,40000000000366,ML-OR-195,,CONCERTO IN F MAJOR 001925,GERSHWIN GEORGE 001898 001937 CONCERTO PIANO ORCHESTRA F MAJOR ARRANGED,B-MUSIC,TP-S .G3813 G4K1.1-5,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,1 sound tape reel (32 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1985,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAE9093BM,1,1,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4384 86-8-8 v.1,30000003385154,40000001178443,BAF2824BM,1446863,14200052,2,1986,1543616,x,40000000000366,ML-OR-195,,GRADUATE RECITAL,GIBBLE BARRY,B-MUSIC,TP-S .G4384 86-8-8 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (44 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF2824BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4384 86-8-8 v.2,30000003385162,40000001178450,BAF2824BM,1446863,14200052,3,1986,1543616,x,40000000000366,ML-OR-195,,GRADUATE RECITAL,GIBBLE BARRY,B-MUSIC,TP-S .G4384 86-8-8 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (44 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF2824BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4786 90-2-21 v.1,30000003385659,40000001178468,AAM7625BM,42321,21916479,2,1990,45790,x,40000000000366,ML-OR-195,,GRADUATE RECITAL,GILLESPIE LUKE,B-MUSIC,TP-S .G4786 90-2-21 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAM7625BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4786 90-2-21 v.2,30000003385667,40000001178476,AAM7625BM,42321,21916479,3,1990,45790,x,40000000000366,ML-OR-195,,GRADUATE RECITAL,GILLESPIE LUKE,B-MUSIC,TP-S .G4786 90-2-21 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAM7625BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4786 92-10-30 v. 1,30000035901838,40000001178484,ADA3626BM,325268,27864009,2,1992,353468,x,40000000000366,ML-OR-195,,GRADUATE LECTURE RECITAL,GILLESPIE LUKE,B-MUSIC,TP-S .G4786 92-10-30 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,ADA3626BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4786 92-10-30 v. 2,30000035901846,40000001178492,ADA3626BM,325268,27864009,3,1992,353468,x,40000000000366,ML-OR-195,,GRADUATE LECTURE RECITAL,GILLESPIE LUKE,B-MUSIC,TP-S .G4786 92-10-30 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,ADA3626BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4786 92-10-30 v. 3,30000035901853,40000001178500,ADA3626BM,325268,27864009,4,1992,353468,x,40000000000366,ML-OR-195,,GRADUATE LECTURE RECITAL,GILLESPIE LUKE,B-MUSIC,TP-S .G4786 92-10-30 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,ADA3626BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4925 89-10-30 v.1,30000003388018,40000001178518,AAJ5471BM,33436,21652536,2,1989,36157,,40000000000374,ML-OR-196,,JOSEF GINGOLD 000080TH BIRTHDAY TRIBUTE,,B-MUSIC,TP-S .G4925 89-10-30 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,7 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ5471BM,1,7,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4925 89-10-30 v.2,30000003388026,40000001178526,AAJ5471BM,33436,21652536,3,1989,36157,x,40000000000374,ML-OR-196,,JOSEF GINGOLD 000080TH BIRTHDAY TRIBUTE,,B-MUSIC,TP-S .G4925 89-10-30 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,7 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ5471BM,2,7,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4925 89-10-30 v.3,30000003388034,40000001178534,AAJ5471BM,33436,21652536,4,1989,36157,x,40000000000374,ML-OR-196,,JOSEF GINGOLD 000080TH BIRTHDAY TRIBUTE,,B-MUSIC,TP-S .G4925 89-10-30 V.3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,7 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ5471BM,3,7,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4925 89-10-30 v.4,30000003388042,40000001178542,AAJ5471BM,33436,21652536,5,1989,36157,x,40000000000374,ML-OR-196,,JOSEF GINGOLD 000080TH BIRTHDAY TRIBUTE,,B-MUSIC,TP-S .G4925 89-10-30 V.4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,7 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ5471BM,4,7,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4925 89-10-30 v.5,30000003388059,40000001178559,AAJ5471BM,33436,21652536,6,1989,36157,x,40000000000374,ML-OR-196,,JOSEF GINGOLD 000080TH BIRTHDAY TRIBUTE,,B-MUSIC,TP-S .G4925 89-10-30 V.5,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,7 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ5471BM,5,7,5,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4925 89-10-30 v.6,30000003388067,40000001178567,AAJ5471BM,33436,21652536,7,1989,36157,x,40000000000374,ML-OR-196,,JOSEF GINGOLD 000080TH BIRTHDAY TRIBUTE,,B-MUSIC,TP-S .G4925 89-10-30 V.6,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,7 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ5471BM,6,7,6,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4925 89-10-30 v.7,30000003388075,40000001178575,AAJ5471BM,33436,21652536,8,1989,36157,x,40000000000374,ML-OR-196,,JOSEF GINGOLD 000080TH BIRTHDAY TRIBUTE,,B-MUSIC,TP-S .G4925 89-10-30 V.7,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,7 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ5471BM,7,7,7,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4927 86-2-23 v.1,30000003387994,40000001178583,BAF1608BM,1445717,13533459,2,1986,1542352,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GINGRAS MICHELE 001960,B-MUSIC,TP-S .G4927 86-2-23 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (43 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF1608BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G4927 86-2-23 v.2,30000003388000,40000001178591,BAF1608BM,1445717,13533459,3,1986,1542352,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GINGRAS MICHELE 001960,B-MUSIC,TP-S .G4927 86-2-23 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (43 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAF1608BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G527 W3.1,30000002986051,40000001178609,ABF6444BM,116630,24302379,2,1991,122462,,40000000000374,ML-OR-196,,SONATA,GIRON ARSENIO 001932 SONATA CLARINET PIANO,B-MUSIC,TP-S .G527 W3.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,1 sound tape reel (12 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,ABF6444BM,1,1,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G5355 85-4-9 v.2,32000005483146,40000001178617,BAE7813BM,1442189,12089513,3,1985,1538169,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GISSENDANNER PAULETTE,B-MUSIC,TP-S .G5355 85-4-9 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels (64 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1985,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAE7813BM,1,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G5355 85-4-9 v.3,32000005483070,40000001178625,BAE7813BM,1442189,12089513,4,1985,1538169,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GISSENDANNER PAULETTE,B-MUSIC,TP-S .G5355 85-4-9 V.3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels (64 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1985,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BAE7813BM,2,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G5355 85-4-9 v.4,32000005483013,40000001178633,BAE7813BM,1442189,12089513,5,1985,1538169,,40000000000374,ML-OR-196,,GRADUATE RECITAL,GISSENDANNER PAULETTE,B-MUSIC,TP-S .G5355 85-4-9 V.4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels (64 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1985,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAE7813BM,3,3,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 88-11-4 v. 1,32000001046301,40000001178641,BFJ9002BM,2072782,19255449,2,1988,2182966,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 88-11-4 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BFJ9002BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 88-11-4 v. 2,32000001046244,40000001178658,BFJ9002BM,2072782,19255449,3,1988,2182966,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 88-11-4 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BFJ9002BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 89-11-1 v. 1,32000004821437,40000001178666,AAJ3166BM,32712,21616197,2,1989,35375,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 89-11-1 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ3166BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 89-11-1 v. 2,32000004821486,40000001178674,AAJ3166BM,32712,21616197,3,1989,35375,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 89-11-1 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,AAJ3166BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 89-4-1 v.1,32000005482346,40000001178682,BFK0904BM,2074400,19870852,2,1989,2184875,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 89-4-1 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BFK0904BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 89-4-1 v.2,32000005482338,40000001178690,BFK0904BM,2074400,19870852,3,1989,2184875,x,40000000000374,ML-OR-196,,GRADUATE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 89-4-1 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,BFK0904BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 90-7-5 v.1,30000000172225,40000001178708,AAP7098BM,47978,22788451,2,1990,51853,x,40000000000374,ML-OR-196,,COMPOSITION RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 90-7-5 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAP7098BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 90-7-5 v.2,30000000172233,40000001178716,AAP7098BM,47978,22788451,3,1990,51853,x,40000000000374,ML-OR-196,,COMPOSITION RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 90-7-5 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,AAP7098BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 91-4-19 v. 1,30000000173983,40000001178724,ABN8456BM,148056,24177985,2,1991,157301,x,40000000000374,ML-OR-196,,GRADUATE LECTURE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 91-4-19 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 227,1,1,,ABN8456BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G558 91-4-19 v. 2,30000000173868,40000001178732,ABN8456BM,148056,24177985,3,1991,157301,x,40000000000374,ML-OR-196,,GRADUATE LECTURE RECITAL,GLENDENING ANDREW R,B-MUSIC,TP-S .G558 91-4-19 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 227,1,1,,ABN8456BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G567 A.3-4 v.1,32000005470754,40000001178740,BAF0060BM,1444270,12240413,2,1985,1540656,x,40000000000374,ML-OR-196,,CADI OUTWITTED COMIC OPERA IN ONE ACT,GLUCK CHRISTOPH WILLIBALD RITTER VON 001714 001787 CADI DUPE ENGLISH,B-MUSIC,TP-S .G567 A.3-4 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1985,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF0060BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .G567 A.3-4 v.2,32000005470630,40000001178757,BAF0060BM,1444270,12240413,3,1985,1540656,,40000000000374,ML-OR-196,,CADI OUTWITTED COMIC OPERA IN ONE ACT,GLUCK CHRISTOPH WILLIBALD RITTER VON 001714 001787 CADI DUPE ENGLISH,B-MUSIC,TP-S .G567 A.3-4 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1985,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF0060BM,2,3,2,,,
